종목명NVIDIA CORP,종목명APPLE INC,종목명MICROSOFT CORP,종목명AMAZON.COM INC,종목명ALPHABET INC CLASS A,종목명BROADCOM INC,종목명ALPHABET INC CLASS C,종목명META PLATFORMS INC,종목명TESLA INC,종목명BERKSHIRE HATHAWAY INC
비율7.58%,비율6.66%,비율4.91%,비율3.64%,비율2.99%,비율2.62%,비율2.40%,비율2.24%,비율1.87%,비율1.57%
